area,site,year,species,length_mm,length_cm,tag,fish_id,retained,month,day,drift,cell
BL,REF,2017,BLU,300,30,,13612,No,July,18,BLR071817RR02,BLRR
BL,REF,2017,BLU,210,21,,13613,No,July,18,BLR071817RR02,BLRR
BL,REF,2017,BLU,340,34,,13614,No,July,18,BLR071817RR02,BLRR
BL,REF,2017,BLU,280,28,,13615,No,July,18,BLR071817RR02,BLRR
BL,REF,2017,BLU,220,22,,13616,No,July,18,BLR071817RR02,BLRR
BL,REF,2017,BLU,260,26,,13617,No,July,18,BLR071817RR02,BLRR
BL,REF,2017,BLU,250,25,,13618,No,July,18,BLR071817RR02,BLRR
BL,REF,2017,BLU,210,21,,13619,No,July,18,BLR071817RR02,BLRR
BL,REF,2017,BLU,260,26,,13620,No,July,18,BLR071817RR02,BLRR
BL,REF,2017,BLU,270,27,,13621,No,July,18,BLR071817RR02,BLRR
BL,REF,2017,BLU,270,27,,13622,No,July,18,BLR071817RR02,BLRR
BL,REF,2017,BLU,260,26,,13623,No,July,18,BLR071817RR02,BLRR
BL,REF,2017,BLU,210,21,,13624,No,July,18,BLR071817RR02,BLRR
BL,REF,2017,BLU,360,36,19445O,23489,No,July,18,BLR071817RR02,BLRR
BL,REF,2017,BLU,310,31,19446O,23490,No,July,18,BLR071817RR02,BLRR
BL,REF,2017,BLU,220,22,,13640,No,July,18,BLR071817RR04,BLRR
BL,REF,2017,GPR,310,31,,13641,No,July,18,BLR071817RR04,BLRR
BL,REF,2017,VER,430,43,,13642,No,July,18,BLR071817RR04,BLRR
BL,REF,2017,BLU,220,22,,13643,No,July,18,BLR071817RR04,BLRR
BL,REF,2017,BLU,200,20,,13644,No,July,18,BLR071817RR04,BLRR
BL,REF,2017,BWN,350,35,19443O,23487,No,July,18,BLR071817RR04,BLRR
BL,REF,2017,BWN,350,35,19802O,23691,No,July,18,BLR071817RR04,BLRR
BL,REF,2018,GPR,290,29,,119086,No,July,24,BLR0724184001,BL40
BL,REF,2018,BLU,230,23,,119087,No,July,24,BLR0724184001,BL40
BL,REF,2018,BLU,270,27,,119088,No,July,24,BLR0724184001,BL40
BL,REF,2018,BLU,250,25,,119089,No,July,24,BLR0724184001,BL40
BL,REF,2018,BLU,240,24,,119090,No,July,24,BLR0724184001,BL40
BL,REF,2018,BLU,250,25,,119091,No,July,24,BLR0724184001,BL40
BL,REF,2018,BLU,200,20,,119092,No,July,24,BLR0724184001,BL40
BL,REF,2018,BLU,260,26,,119093,No,July,24,BLR0724184001,BL40
BL,REF,2018,BLU,300,30,,119094,No,July,24,BLR0724184001,BL40
BL,REF,2018,BLU,350,35,,119095,No,July,24,BLR0724184001,BL40
BL,REF,2018,BLU,290,29,,119096,No,July,24,BLR0724184001,BL40
BL,REF,2018,BLU,310,31,22550O,119097,No,July,24,BLR0724184001,BL40
BL,REF,2018,BLU,330,33,22051O,119098,No,July,24,BLR0724184001,BL40
BL,REF,2018,BLU,260,26,,119099,No,July,24,BLR0724184001,BL40
BL,REF,2018,BLU,360,36,,119100,No,July,24,BLR0724184001,BL40
BL,REF,2018,BLU,320,32,,119101,No,July,24,BLR0724184001,BL40
BL,REF,2018,OLV,280,28,,119102,No,July,24,BLR0724184001,BL40
BL,REF,2018,BLU,310,31,,119103,No,July,24,BLR0724184001,BL40
BL,REF,2018,VER,430,43,22052O,119104,No,July,24,BLR0724184001,BL40
BL,REF,2018,BLU,320,32,,119105,No,July,24,BLR0724184001,BL40
BL,REF,2018,VER,390,39,,119106,No,July,24,BLR0724184001,BL40
BL,REF,2018,VER,430,43,,119107,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,350,35,,119108,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,330,33,,119109,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,200,20,,119110,No,July,24,BLR0724184002,BL40
BL,REF,2018,OLV,240,24,,119111,No,July,24,BLR0724184002,BL40
BL,REF,2018,GPR,290,29,,119112,Yes,July,24,BLR0724184002,BL40
BL,REF,2018,OLV,240,24,,119113,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,270,27,,119114,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,260,26,,119115,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,260,26,,119116,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,320,32,,119117,No,July,24,BLR0724184002,BL40
BL,REF,2018,OLV,210,21,,119118,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,220,22,,119119,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,330,33,22549O,119120,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,290,29,,119121,No,July,24,BLR0724184002,BL40
BL,REF,2018,OLV,340,34,,119122,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,260,26,,119123,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,290,29,,119124,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,320,32,,119125,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,230,23,,119126,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,300,30,,119127,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,270,27,,119128,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,220,22,,119129,No,July,24,BLR0724184002,BL40
BL,REF,2018,LCD,620,62,22548O,119130,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,280,28,,119131,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,240,24,,119132,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,260,26,,119133,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,240,24,,119134,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,220,22,,119135,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,270,27,,119136,No,July,24,BLR0724184002,BL40
BL,REF,2018,OLV,290,29,,119137,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,250,25,,119138,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,260,26,,119139,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,250,25,,119140,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,280,28,,119141,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,330,33,,119142,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,270,27,,119143,No,July,24,BLR0724184002,BL40
BL,REF,2018,DEA,280,28,,119144,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,280,28,,119145,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,260,26,,119146,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,250,25,,119147,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,270,27,,119148,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,280,28,,119149,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,270,27,,119150,No,July,24,BLR0724184002,BL40
BL,REF,2018,GPR,240,24,,119151,Yes,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,360,36,,119152,No,July,24,BLR0724184002,BL40
BL,REF,2018,OLV,330,33,,119153,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,260,26,,119154,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,230,23,,119155,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,210,21,,119156,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,350,35,,119157,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,210,21,,119158,Yes,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,360,36,,119159,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,290,29,,119160,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,230,23,,119161,No,July,24,BLR0724184002,BL40
BL,REF,2018,BLU,260,26,,119162,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,280,28,,119163,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,230,23,,119164,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,230,23,,119165,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,240,24,,119166,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,240,24,,119167,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,240,24,,119168,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,250,25,,119169,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,250,25,,119170,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,260,26,,119171,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,340,34,22054O,119172,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,320,32,,119173,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,310,31,,119174,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,320,32,,119175,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,240,24,,119176,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,210,21,,119177,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,260,26,,119178,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,240,24,,119179,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,290,29,,119180,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,310,31,,119181,No,July,24,BLR0724184003,BL40
BL,REF,2018,KLP,290,29,22055O,119182,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,360,36,22547O,119183,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,240,24,,119184,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,270,27,,119185,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,310,31,22050O,119186,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,230,23,,119187,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,310,31,,119188,No,July,24,BLR0724184003,BL40
BL,REF,2018,OLV,290,29,,119189,No,July,24,BLR0724184003,BL40
BL,REF,2018,LCD,470,47,22057O,119190,No,July,24,BLR0724184003,BL40
BL,REF,2018,OLV,330,33,22058O,119191,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,210,21,,119192,No,July,24,BLR0724184003,BL40
BL,REF,2018,BLU,270,27,,119193,No,July,24,BLR0724184003,BL40
BL,REF,2018,GPR,290,29,,119194,No,July,24,BLR0724184003,BL40
BL,REF,2018,VER,420,42,22059O,119195,No,July,24,BLR0724184003,BL40
BL,REF,2018,GPR,270,27,,119196,Yes,July,24,BLR0724184003,BL40
BL,REF,2018,OLV,230,23,,119197,No,July,24,BLR0724184004,BL40
BL,REF,2018,OLV,310,31,,119198,No,July,24,BLR0724184004,BL40
BL,REF,2018,OLV,220,22,,119199,No,July,24,BLR0724184004,BL40
BL,REF,2018,KLP,320,32,22060O,119200,No,July,24,BLR0724184004,BL40
BL,REF,2018,GPR,270,27,,119201,Yes,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,230,23,,119202,No,July,24,BLR0724184004,BL40
BL,REF,2018,OLV,240,24,,119203,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,250,25,,119204,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,210,21,,119205,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,250,25,,119206,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,330,33,,119207,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,280,28,,119208,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,320,32,,119209,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,300,30,,119210,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,250,25,,119211,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,240,24,,119212,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,250,25,,119213,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,290,29,,119214,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,280,28,,119215,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,280,28,,119216,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,270,27,,119217,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,330,33,22061O,119218,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,270,27,,119219,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,240,24,,119220,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,290,29,,119221,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,260,26,,119222,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,230,23,,119223,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,300,30,,119224,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,290,29,,119225,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,280,28,,119226,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,260,26,,119227,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,260,26,,119228,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,280,28,,119229,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,300,30,,119230,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,260,26,,119231,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,290,29,,119232,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,270,27,,119233,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,360,36,22062O,119234,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,300,30,,119235,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,290,29,,119236,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,360,36,,119237,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,310,31,,119238,No,July,24,BLR0724184004,BL40
BL,REF,2018,VER,410,41,22546O,119239,No,July,24,BLR0724184004,BL40
BL,REF,2018,OLV,230,23,,119240,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,310,31,,119241,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,370,37,22063O,119242,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,300,30,,119243,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,310,31,,119244,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,300,30,,119245,No,July,24,BLR0724184004,BL40
BL,REF,2018,BLU,230,23,,119246,No,July,24,BLR0724184701,BL47
BL,REF,2018,BLU,250,25,,119247,No,July,24,BLR0724184701,BL47
BL,REF,2018,BLU,230,23,,119248,No,July,24,BLR0724184701,BL47
BL,REF,2018,BLU,260,26,,119249,No,July,24,BLR0724184701,BL47
BL,REF,2018,BLU,300,30,,119250,No,July,24,BLR0724184701,BL47
BL,REF,2018,BLU,240,24,,119251,No,July,24,BLR0724184701,BL47
BL,REF,2018,BLU,250,25,,119252,No,July,24,BLR0724184701,BL47
BL,REF,2018,BLU,310,31,,119253,No,July,24,BLR0724184701,BL47
BL,REF,2018,BLU,300,30,,119254,No,July,24,BLR0724184701,BL47
BL,REF,2018,BLU,280,28,,119255,No,July,24,BLR0724184701,BL47
BL,REF,2018,BLU,200,20,,119256,No,July,24,BLR0724184701,BL47
BL,REF,2018,CPR,380,38,22545O,119257,No,July,24,BLR0724184701,BL47
BL,REF,2018,BLU,320,32,22064O,119258,No,July,24,BLR0724184701,BL47
BL,REF,2018,BLU,240,24,,119259,No,July,24,BLR0724184701,BL47
BL,REF,2018,OLV,270,27,,119260,No,July,24,BLR0724184701,BL47
BL,REF,2018,BLU,180,18,,119261,No,July,24,BLR0724184701,BL47
BL,REF,2018,BLU,320,32,,119262,No,July,24,BLR0724184701,BL47
BL,REF,2018,BLU,220,22,,119263,No,July,24,BLR0724184701,BL47
BL,REF,2018,BLU,330,33,,119264,No,July,24,BLR0724184701,BL47
BL,REF,2018,BLU,290,29,,119265,No,July,24,BLR0724184701,BL47
BL,REF,2018,BLU,260,26,,119266,No,July,24,BLR0724184701,BL47
BL,REF,2018,BLU,290,29,,119267,No,July,24,BLR0724184701,BL47
BL,REF,2018,BLU,260,26,,119268,No,July,24,BLR0724184701,BL47
BL,REF,2018,BLU,280,28,,119537,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,240,24,,119538,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,270,27,,119539,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,280,28,,119540,No,July,24,BLR0724184702,BL47
BL,REF,2018,GPR,240,24,,119541,Yes,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,310,31,,119542,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,290,29,,119543,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,320,32,,119544,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,320,32,,119545,No,July,24,BLR0724184702,BL47
BL,REF,2018,LCD,500,50,22067O,119546,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,290,29,,119547,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,300,30,,119548,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,260,26,,119549,No,July,24,BLR0724184702,BL47
BL,REF,2018,LCD,470,47,22068O,119550,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,300,30,,119551,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,300,30,,119552,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,320,32,,119553,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,240,24,,119554,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,300,30,,119555,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,350,35,22069O,119556,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,250,25,,119557,No,July,24,BLR0724184702,BL47
BL,REF,2018,GPR,320,32,,119558,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,260,26,,119559,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,240,24,,119560,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,300,30,,119561,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,230,23,,119562,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,330,33,,119563,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,290,29,,119564,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,290,29,,119565,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,300,30,,119566,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,280,28,,119567,No,July,24,BLR0724184702,BL47
BL,REF,2018,VER,350,35,22542O,119568,No,July,24,BLR0724184702,BL47
BL,REF,2018,GPR,300,30,,119569,Yes,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,290,29,,119570,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,360,36,,119571,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,340,34,,119572,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,300,30,,119573,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,260,26,,119574,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,290,29,,119575,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,280,28,,119576,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,330,33,,119577,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,260,26,,119578,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,270,27,,119579,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,280,28,,119580,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,310,31,,119581,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,330,33,,119582,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,320,32,,119583,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,310,31,,119584,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,280,28,,119585,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,310,31,,119586,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,290,29,,119587,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,310,31,,119588,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,270,27,,119589,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,260,26,,119590,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,250,25,,119591,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,270,27,,119592,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,250,25,,119593,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,300,30,,119594,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,310,31,,119595,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,230,23,,119596,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,270,27,,119597,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,320,32,,119598,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,340,34,,119599,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,250,25,,119600,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,320,32,,119601,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,230,23,,119602,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,270,27,,119603,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,320,32,,119604,No,July,24,BLR0724184702,BL47
BL,REF,2018,CPR,330,33,22070O,119605,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,320,32,,119606,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,320,32,,119607,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,270,27,,119608,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,320,32,,119609,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,290,29,,119610,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,320,32,,119611,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,290,29,,119612,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,340,34,,119613,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,290,29,,119614,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,300,30,,119615,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,330,33,,119616,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,260,26,,119617,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,230,23,,119618,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,250,25,,119619,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,290,29,,119620,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,210,21,,119621,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,260,26,,119622,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,240,24,,119623,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,260,26,,119624,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,310,31,,119625,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,250,25,,119626,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,240,24,,119627,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,240,24,,119628,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,220,22,,119629,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,220,22,,119630,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,230,23,,119631,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,270,27,,119632,No,July,24,BLR0724184702,BL47
BL,REF,2018,BLU,240,24,,108502,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,260,26,,108503,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,260,26,,108504,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,270,27,,108505,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,320,32,,108506,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,250,25,,108507,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,290,29,,108508,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,300,30,,108509,No,July,24,BLR0724184703,BL47
BL,REF,2018,OLV,340,34,,108510,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,200,20,,108511,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,230,23,,108512,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,200,20,,108513,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,240,24,,108514,No,July,24,BLR0724184703,BL47
BL,REF,2018,OLV,320,32,,108515,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,250,25,,108516,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,190,19,,108517,No,July,24,BLR0724184703,BL47
BL,REF,2018,GPR,250,25,,108518,Yes,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,300,30,,108519,No,July,24,BLR0724184703,BL47
BL,REF,2018,GPR,270,27,,108520,Yes,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,200,20,,108521,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,310,31,,108522,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,290,29,,108523,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,290,29,,108524,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,310,31,,108525,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,310,31,,108526,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,280,28,,108527,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,280,28,,108528,No,July,24,BLR0724184703,BL47
BL,REF,2018,GPR,300,30,,108529,Yes,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,250,25,,121143,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,310,31,,121144,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,260,26,,121145,No,July,24,BLR0724184703,BL47
BL,REF,2018,GPR,280,28,,121146,Yes,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,260,26,,121147,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,250,25,,121148,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,270,27,,121149,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,320,32,,121150,No,July,24,BLR0724184703,BL47
BL,REF,2018,BLU,260,26,,121151,No,July,24,BLR0724184703,BL47
BL,REF,2018,GPR,280,28,,121152,No,July,24,BLR0724184901,BL49
BL,REF,2018,BLU,230,23,,121153,No,July,24,BLR0724184901,BL49
BL,REF,2018,BLU,340,34,22071O,121154,No,July,24,BLR0724184901,BL49
BL,REF,2018,OLV,250,25,,121155,No,July,24,BLR0724184901,BL49
BL,REF,2018,BLU,230,23,,121156,No,July,24,BLR0724184901,BL49
BL,REF,2018,BLU,210,21,,121157,No,July,24,BLR0724184901,BL49
BL,REF,2018,OLV,280,28,,121158,No,July,24,BLR0724184901,BL49
BL,REF,2018,BLU,210,21,,121159,No,July,24,BLR0724184901,BL49
BL,REF,2018,BLU,270,27,,121160,No,July,24,BLR0724184901,BL49
BL,REF,2018,BLU,210,21,,121161,No,July,24,BLR0724184901,BL49
BL,REF,2018,BLU,230,23,,121162,No,July,24,BLR0724184901,BL49
BL,REF,2018,BLU,310,31,,121163,No,July,24,BLR0724184901,BL49
BL,REF,2018,BLU,280,28,,121164,No,July,24,BLR0724184901,BL49
BL,REF,2018,BLU,270,27,,121165,Yes,July,24,BLR0724184901,BL49
BL,REF,2018,OLV,320,32,,121166,No,July,24,BLR0724184901,BL49
BL,REF,2018,BLU,270,27,,121167,No,July,24,BLR0724184901,BL49
